FullyPaid, IntRate ,Installment,logannual.inc,FICO,RevBal,Purpose,,
Yes, 0.08 ,305.97,11.00209984,797,209,credit_card,,
Yes, 0.13 ,676.78,10.81977828,692,12573,debt_consolidation,,
No, 0.12 ,767.89,11.46163217,702,806,credit_card,,
No, 0.11 ,491.73,10.37349118,697,4134,debt_consolidation,,
Yes, 0.12 ,496.22,11.09741002,682,0,debt_consolidation,,
Yes, 0.11 ,228.45,11.14908203,692,22157,credit_card,,
Yes, 0.11 ,819.54,11.40756495,722,54925,debt_consolidation,,
Yes, 0.11 ,261.08,11.26446411,692,50908,credit_card,,
Yes, 0.11 ,81.59,11.58058411,682,16164,credit_card,,
No, 0.11 ,278.22,11.60823564,702,14046,debt_consolidation,,
Yes, 0.08 ,312.22,10.00784757,792,4767,debt_consolidation,,
Yes, 0.11 ,59.28,11.19821472,692,23882,all_other,,
Yes, 0.08 ,376.43,9.903487553,782,674,educational,,
Yes, 0.10 ,804.69,11.1844214,757,56842,small_business,,
Yes, 0.10 ,812.09,12.13384061,727,19948,home_improvement,,
Yes, 0.11 ,130.54,10.81977828,687,10979,home_improvement,,
Yes, 0.11 ,329.34,10.59663473,692,14643,debt_consolidation,,
Yes, 0.12 ,99.25,10.91871823,682,15680,debt_consolidation,,
Yes, 0.14 ,381.58,10.30895266,667,16670,debt_consolidation,,
Yes, 0.11 ,310.03,11.21989579,697,2624,debt_consolidation,,
Yes, 0.08 ,78.78,10.34174248,722,2773,debt_consolidation,,
Yes, 0.10 ,608.72,11.14186178,767,2279,debt_consolidation,,
Yes, 0.10 ,386.25,11.26446411,722,28110,debt_consolidation,,
Yes, 0.09 ,669.76,12.37581542,792,997,small_business,,
Yes, 0.09 ,478.4,10.91508846,747,2787,debt_consolidation,,
No, 0.08 ,567.22,11.06663836,772,1612,all_other,,
Yes, 0.15 ,346.07,11.08214255,672,10214,credit_card,,
Yes, 0.14 ,685.99,10.77895629,672,19892,debt_consolidation,,
Yes, 0.09 ,255.15,10.46310334,727,1834,all_other,,
Yes, 0.12 ,498.51,12.21602298,682,108397,home_improvement,,
Yes, 0.08 ,124.89,11.08214255,757,3348,home_improvement,,
Yes, 0.07 ,217.52,10.40426284,772,983,all_other,,
Yes, 0.10 ,241.41,11.06663836,712,603,all_other,,
Yes, 0.13 ,406.07,10.81683395,692,13662,debt_consolidation,,
Yes, 0.06 ,467.45,11.04292184,687,26044,debt_consolidation,,
Yes, 0.10 ,386.25,10.1266311,732,16212,credit_card,,
Yes, 0.10 ,257.5,10.49127422,762,8516,debt_consolidation,,
Yes, 0.08 ,62.74,10.30895266,732,3953,credit_card,,
Yes, 0.09 ,223.26,11.38509209,727,12672,major_purchase,,
Yes, 0.10 ,320.38,10.85127695,717,1346,debt_consolidation,,
Yes, 0.09 ,318.93,10.71441777,732,12425,debt_consolidation,,
No, 0.14 ,527.52,10.6454249,667,12032,debt_consolidation,,
Yes, 0.08 ,327.83,10.95779958,802,14377,credit_card,,
No, 0.10 ,640.76,11.28978191,767,464,all_other,,
Yes, 0.12 ,196.84,10.47522952,697,10900,debt_consolidation,,
Yes, 0.10 ,42.23,10.75790288,707,7006,debt_consolidation,,
Yes, 0.10 ,136,10.77895629,717,19708,debt_consolidation,,
Yes, 0.13 ,182.77,11.21182037,707,30949,debt_consolidation,,
Yes, 0.10 ,194.91,10.54534144,697,6101,debt_consolidation,,
Yes, 0.08 ,94.46,10.1266311,727,1235,all_other,,
Yes, 0.13 ,450.67,10.46310334,692,18028,debt_consolidation,,
Yes, 0.09 ,387.32,10.89673933,742,8828,debt_consolidation,,
Yes, 0.09 ,47.45,9.77246729,722,6033,debt_consolidation,,
Yes, 0.08 ,201.5,10.81977828,752,64885,credit_card,,
Yes, 0.13 ,405.72,11.31447453,672,27905,debt_consolidation,,
Yes, 0.12 ,336.98,11.40863105,692,14081,debt_consolidation,,
No, 0.09 ,333.7,11.00209984,787,426,all_other,,
Yes, 0.14 ,655,11.28522153,672,12301,debt_consolidation,,
Yes, 0.09 ,101.21,9.798127037,722,0,all_other,,
Yes, 0.10 ,533.77,9.903487553,737,2248,small_business,,
Yes, 0.11 ,16.31,8.9751293,682,44,all_other,,
Yes, 0.10 ,807.62,10.51867319,767,2296,small_business,,
No, 0.13 ,347.5,11.15625052,702,16264,debt_consolidation,,
Yes, 0.10 ,194.71,10.66895539,702,12758,all_other,,
Yes, 0.08 ,188.02,10.77895629,792,2573,all_other,,
Yes, 0.10 ,237.95,11.14186178,762,15176,debt_consolidation,,
Yes, 0.10 ,148.61,10.6454249,727,7239,debt_consolidation,,
Yes, 0.09 ,189.77,10.57131693,722,11217,credit_card,,
Yes, 0.10 ,84,10.23995979,702,12979,debt_consolidation,,
Yes, 0.10 ,192.93,12.20607265,707,21894,all_other,,
Yes, 0.12 ,431.6,11.32659589,682,4933,all_other,,
Yes, 0.11 ,339.06,10.35456317,722,6206,debt_consolidation,,
Yes, 0.10 ,225.09,10.22557105,717,16326,debt_consolidation,,
Yes, 0.10 ,243.38,10.71441777,707,33,debt_consolidation,,
Yes, 0.07 ,24.84,10.46310334,777,19901,debt_consolidation,,
Yes, 0.08 ,90.88,9.852194258,737,4385,credit_card,,
Yes, 0.14 ,589.2,10.69194491,677,18966,debt_consolidation,,
Yes, 0.09 ,96.03,11.22524339,712,8788,home_improvement,,
Yes, 0.11 ,48.91,10.6454249,697,1276,all_other,,
Yes, 0.12 ,200.12,10.49127422,672,22635,debt_consolidation,,
Yes, 0.08 ,199.61,11.52682837,777,1715,credit_card,,
Yes, 0.08 ,310.24,11.52682837,777,1715,credit_card,,
Yes, 0.10 ,80.39,9.998797732,737,2574,all_other,,
Yes, 0.08 ,160.57,10.98529272,767,25336,credit_card,,
No, 0.14 ,343,10.2797298,667,18485,debt_consolidation,,
Yes, 0.09 ,272.09,10.81985828,737,9048,debt_consolidation,,
Yes, 0.13 ,307.67,10.8036489,672,14421,credit_card,,
Yes, 0.10 ,200.17,9.92329018,742,9121,debt_consolidation,,
Yes, 0.11 ,260.82,12.27839331,707,120563,all_other,,
Yes, 0.08 ,94.01,10.04324949,742,710,all_other,,
Yes, 0.10 ,46.63,11.08214255,707,20762,educational,,
Yes, 0.09 ,189.77,10.65320408,732,1839,debt_consolidation,,
Yes, 0.10 ,627.02,11.40756495,767,8629,debt_consolidation,,
Yes, 0.12 ,330.53,10.81174611,687,11735,debt_consolidation,,
Yes, 0.10 ,584.12,11.28978191,717,5506,all_other,,
No, 0.12 ,199.2,10.98189713,672,3831,debt_consolidation,,
Yes, 0.08 ,187.14,11.22524339,802,6094,all_other,,
Yes, 0.10 ,193.83,10.59663473,712,15597,credit_card,,
Yes, 0.10 ,807.62,11.87756858,762,52214,small_business,,
No, 0.10 ,644.71,10.16585182,762,507,small_business,,
Yes, 0.11 ,195.61,10.38554326,687,0,debt_consolidation,,
Yes, 0.11 ,163.77,10.53209621,682,4760,debt_consolidation,,
No, 0.14 ,856.63,11.09741002,707,25160,all_other,,
No, 0.11 ,327.53,10.30895266,707,10837,debt_consolidation,,
Yes, 0.08 ,313.37,11.65268741,777,90335,small_business,,
Yes, 0.10 ,128.62,11.05089001,712,4010,small_business,,
Yes, 0.13 ,167.54,10.1266311,667,3389,debt_consolidation,,
Yes, 0.11 ,501.73,11.22524339,707,39702,debt_consolidation,,
Yes, 0.09 ,544.17,11.00209984,762,653,home_improvement,,
Yes, 0.08 ,188.02,11.00209984,762,5274,debt_consolidation,,
Yes, 0.12 ,90.07,10.858999,677,11788,debt_consolidation,,
Yes, 0.07 ,93.14,9.774118912,772,122,debt_consolidation,,
Yes, 0.15 ,348.87,10.91501573,662,22122,debt_consolidation,,
Yes, 0.08 ,155.95,10.23995979,792,103,small_business,,
Yes, 0.10 ,347.27,11.32176496,722,8866,educational,,
Yes, 0.11 ,493.5,11.51292546,697,4929,small_business,,
Yes, 0.10 ,80.39,10.49127422,702,11794,all_other,,
Yes, 0.13 ,507.36,10.6454249,717,462,small_business,,
No, 0.13 ,608.58,11.00209984,687,5855,debt_consolidation,,
Yes, 0.10 ,646.1,11.00209984,742,6688,debt_consolidation,,
Yes, 0.12 ,25.02,9.852194258,707,12220,credit_card,,
Yes, 0.11 ,195.61,10.42228135,717,8736,debt_consolidation,,
Yes, 0.13 ,507.15,11.14764215,672,170,all_other,,
Yes, 0.14 ,548.25,10.85220675,662,15923,debt_consolidation,,
Yes, 0.09 ,142.33,9.210340372,727,0,all_other,,
No, 0.12 ,495.79,10.49127422,692,1340,home_improvement,,
Yes, 0.11 ,327.53,10.11070495,692,8575,all_other,,
Yes, 0.11 ,98.26,10.62132735,682,21498,all_other,,
Yes, 0.15 ,587.82,11.55214618,667,32406,credit_card,,
Yes, 0.12 ,131.97,9.782505656,672,7902,debt_consolidation,,
No, 0.12 ,330.53,11.43388226,677,46789,home_improvement,,
Yes, 0.13 ,254.65,11.24575165,667,7897,debt_consolidation,,
Yes, 0.11 ,236.88,10.51867319,742,6422,credit_card,,
Yes, 0.08 ,313.37,10.1266311,802,1467,small_business,,
Yes, 0.12 ,826.31,11.51292546,722,16694,credit_card,,
Yes, 0.08 ,156.69,10.37098805,762,1698,debt_consolidation,,
Yes, 0.12 ,318.72,10.51856508,702,8801,all_other,,
Yes, 0.10 ,171.18,10.71441777,732,5500,debt_consolidation,,
Yes, 0.09 ,373.21,11.00209984,757,3282,debt_consolidation,,
No, 0.13 ,820.91,11.69524702,697,23908,small_business,,
No, 0.11 ,815.04,10.858999,727,6088,credit_card,,
Yes, 0.11 ,358.62,11.00209984,707,2217,all_other,,
Yes, 0.13 ,213.72,11.294956,677,22247,debt_consolidation,,
Yes, 0.12 ,99.6,11.26446411,672,14555,debt_consolidation,,
Yes, 0.09 ,409.73,11.51292546,742,15491,debt_consolidation,,
No, 0.14 ,341.15,10.96819829,702,24299,debt_consolidation,,
No, 0.17 ,535.02,11.58058411,662,44543,debt_consolidation,,
Yes, 0.10 ,160.78,10.4487146,712,3735,credit_card,,
Yes, 0.10 ,129.22,10.3859137,717,2352,home_improvement,,
Yes, 0.13 ,335.07,10.858999,672,7607,debt_consolidation,,
Yes, 0.11 ,294.78,10.71441777,687,12303,debt_consolidation,,
Yes, 0.10 ,233.65,10.77895629,702,5824,credit_card,,
No, 0.13 ,504.84,10.71441777,677,5071,debt_consolidation,,
Yes, 0.10 ,486.76,10.88382293,717,24,debt_consolidation,,
Yes, 0.12 ,398.4,10.71441777,702,16616,debt_consolidation,,
No, 0.11 ,671.44,10.55581274,722,31566,debt_consolidation,,
Yes, 0.13 ,670.13,10.54534144,687,4110,small_business,,
Yes, 0.11 ,521.63,10.59653473,722,16738,debt_consolidation,,
Yes, 0.10 ,803.87,12.20607265,777,54392,all_other,,
Yes, 0.11 ,98.26,11.23697432,717,46427,home_improvement,,
Yes, 0.14 ,135.61,10.08580911,662,10944,credit_card,,
Yes, 0.13 ,676.2,11.28978191,697,16805,debt_consolidation,,
Yes, 0.10 ,321.55,10.54534144,722,9255,debt_consolidation,,
Yes, 0.11 ,652.04,10.86969163,727,16194,debt_consolidation,,
Yes, 0.10 ,771.72,11.91839057,782,4643,debt_consolidation,,
Yes, 0.09 ,316.28,10.30895266,752,3808,debt_consolidation,,
Yes, 0.15 ,516.32,11.08214255,662,9080,debt_consolidation,,
Yes, 0.10 ,292.06,10.49460201,707,4551,debt_consolidation,,
Yes, 0.12 ,330.53,10.4341158,742,11927,debt_consolidation,,
No, 0.14 ,339.6,11.17885035,662,5261,small_business,,
Yes, 0.08 ,93.57,10.5865844,767,1139,debt_consolidation,,
Yes, 0.10 ,192.93,10.13459927,707,5280,debt_consolidation,,
Yes, 0.09 ,320.1,11.08214255,727,13607,credit_card,,
Yes, 0.11 ,394.8,10.54534144,687,11134,debt_consolidation,,
Yes, 0.11 ,329,11.22524339,712,23623,home_improvement,,
Yes, 0.11 ,311.16,11.22524339,692,9711,debt_consolidation,,
Yes, 0.08 ,94.01,10.49127422,742,2456,debt_consolidation,,
No, 0.14 ,341.15,10.4744671,662,11969,debt_consolidation,,
Yes, 0.09 ,192.06,11.00209984,732,32421,small_business,,
Yes, 0.08 ,182.61,10.46367461,742,1348,major_purchase,,
Yes, 0.17 ,710.18,11.08214255,662,26255,debt_consolidation,,
No, 0.11 ,508.59,10.77895629,717,20838,debt_consolidation,,
Yes, 0.09 ,456.94,11.81303006,737,11188,credit_card,,
Yes, 0.08 ,313.37,11.66992921,787,0,all_other,,
Yes, 0.09 ,28.47,10.95080655,717,167,home_improvement,,
Yes, 0.12 ,330.53,10.30895266,687,10997,debt_consolidation,,
Yes, 0.10 ,32.31,10.54534144,732,2308,major_purchase,,
No, 0.12 ,481.4,11.08214255,687,15506,debt_consolidation,,
Yes, 0.11 ,263.2,10.08580911,682,7720,debt_consolidation,,
Yes, 0.11 ,163.01,10.828401,687,11973,debt_consolidation,,
Yes, 0.10 ,675.25,10.71441777,767,142,all_other,,
No, 0.10 ,482.32,10.16585182,777,3050,home_improvement,,
Yes, 0.11 ,493.5,10.96335901,697,14453,debt_consolidation,,
Yes, 0.10 ,180.07,10.59663473,707,7842,all_other,,
No, 0.10 ,162.26,11.15051985,707,5762,debt_consolidation,,
Yes, 0.09 ,316.28,11.60093634,742,2339,home_improvement,,
Yes, 0.14 ,375.26,10.81985828,672,17436,debt_consolidation,,
No, 0.10 ,482.32,10.91508846,762,11648,debt_consolidation,,
No, 0.15 ,663.47,10.42228135,667,8731,debt_consolidation,,
Yes, 0.15 ,173.65,10.93339264,667,22210,debt_consolidation,,
Yes, 0.09 ,221.4,10.6454249,727,6496,debt_consolidation,,
No, 0.11 ,360.29,9.92329018,697,3041,debt_consolidation,,
Yes, 0.12 ,330.53,10.30895266,682,2000,all_other,,
No, 0.10 ,321.55,10.08580911,717,3717,major_purchase,,
Yes, 0.16 ,420.47,11.51292546,667,34841,debt_consolidation,,
No, 0.09 ,224.07,11.44035477,717,5257,all_other,,
Yes, 0.14 ,548.25,11.84934056,662,15193,debt_consolidation,,
Yes, 0.11 ,329,10.261162,687,3245,all_other,,
No, 0.12 ,490.29,10.52406404,702,14694,debt_consolidation,,
Yes, 0.08 ,225.63,11.32659589,762,438,all_other,,
Yes, 0.10 ,257.24,10.59663473,742,38605,all_other,,
Yes, 0.11 ,95.36,10.20359214,682,6611,debt_consolidation,,
Yes, 0.14 ,274.13,10.53049493,662,5723,debt_consolidation,,
Yes, 0.08 ,156.69,11.28978191,762,8366,home_improvement,,
No, 0.12 ,351.92,10.57254694,682,7583,debt_consolidation,,
Yes, 0.10 ,194.71,9.729134165,692,4524,debt_consolidation,,
Yes, 0.10 ,258.44,11.03488966,712,3596,home_improvement,,
No, 0.16 ,879.92,10.71441777,667,12704,major_purchase,,
Yes, 0.09 ,150.45,11.08214255,717,16724,credit_card,,
Yes, 0.09 ,640.2,11.69524702,787,311,home_improvement,,
Yes, 0.13 ,168.28,11.1844214,687,19771,debt_consolidation,,
Yes, 0.10 ,581.49,11.12431747,732,10826,debt_consolidation,,
Yes, 0.09 ,640.2,10.70324447,797,281,home_improvement,,
Yes, 0.15 ,694.59,11.2515607,662,4289,all_other,,
No, 0.13 ,807.74,11.29849385,697,21364,debt_consolidation,,
Yes, 0.10 ,514.48,13.25759333,742,22627,all_other,,
Yes, 0.14 ,411.19,11.20721519,662,11258,debt_consolidation,,
Yes, 0.10 ,389.41,10.34817337,717,0,debt_consolidation,,
Yes, 0.14 ,264.39,10.30895266,682,26996,debt_consolidation,,
No, 0.10 ,482.32,11.08214255,737,3834,all_other,,
Yes, 0.14 ,645.24,11.87756858,677,9416,debt_consolidation,,
Yes, 0.12 ,293.51,10.81977828,692,25807,debt_consolidation,,
Yes, 0.09 ,316.28,11.00209984,732,16167,all_other,,
Yes, 0.11 ,361.9,10.858999,687,12678,debt_consolidation,,
Yes, 0.12 ,281.84,14.52835448,672,8747,debt_consolidation,,
No, 0.11 ,684.64,11.08214255,722,5694,debt_consolidation,,
Yes, 0.13 ,338.1,11.09741002,672,12008,debt_consolidation,,
Yes, 0.12 ,278.88,10.84778248,697,14129,debt_consolidation,,
Yes, 0.10 ,486.76,11.58988651,712,15553,home_improvement,,
Yes, 0.12 ,298.8,11.28978191,682,26966,home_improvement,,
Yes, 0.12 ,330.53,11.06663836,712,2388,all_other,,
Yes, 0.13 ,234.55,10.46310334,667,11698,debt_consolidation,,
Yes, 0.10 ,241.16,11.40756495,722,5570,credit_card,,
Yes, 0.09 ,224.07,9.915613732,712,4641,major_purchase,,
Yes, 0.12 ,396.63,10.77895629,682,15774,debt_consolidation,,
Yes, 0.13 ,507.15,10.75312553,672,9288,debt_consolidation,,
Yes, 0.14 ,288.66,10.2646524,662,17488,debt_consolidation,,
Yes, 0.08 ,409.3,10.26813067,807,209,debt_consolidation,,
Yes, 0.13 ,222.97,10.23995979,667,15049,debt_consolidation,,
Yes, 0.12 ,365.2,10.49127422,682,23253,all_other,,
Yes, 0.13 ,603.12,11.14186178,682,10769,debt_consolidation,,
Yes, 0.14 ,852.87,11.05089001,692,21357,credit_card,,
Yes, 0.09 ,320.1,11.45105006,727,29884,debt_consolidation,,
Yes, 0.10 ,807.62,11.46163217,757,16386,home_improvement,,
Yes, 0.11 ,326.02,11.24177269,702,26888,debt_consolidation,,
Yes, 0.13 ,336.56,10.52406404,672,7067,debt_consolidation,,
Yes, 0.12 ,396.63,11.73606902,682,36467,credit_card,,
No, 0.13 ,301.56,10.42228135,687,14371,debt_consolidation,,
No, 0.11 ,491.3,11.91582729,702,25870,debt_consolidation,,
Yes, 0.11 ,416.19,10.59663473,717,1727,debt_consolidation,,
No, 0.16 ,636.39,11.91839057,672,28846,credit_card,,
Yes, 0.12 ,406.91,10.55581274,687,2329,home_improvement,,
Yes, 0.07 ,62.1,10.46310334,797,324,all_other,,
Yes, 0.13 ,201.04,10.81977828,667,20845,debt_consolidation,,
No, 0.11 ,491.3,11.11542853,707,12569,debt_consolidation,,
Yes, 0.11 ,327.53,10.75790288,702,9697,debt_consolidation,,
Yes, 0.11 ,327.53,10.42228135,697,2952,all_other,,
Yes, 0.11 ,179.31,10.62132735,692,13427,debt_consolidation,,
No, 0.12 ,667.06,11.08214255,692,6045,all_other,,
Yes, 0.11 ,720.57,11.40756495,717,18913,debt_consolidation,,
Yes, 0.13 ,405.72,10.87804719,667,18593,debt_consolidation,,
Yes, 0.08 ,313.37,10.858999,792,0,all_other,,
Yes, 0.09 ,409.73,11.08214255,742,13207,credit_card,,
Yes, 0.11 ,157.22,10.66886237,687,3273,all_other,,
Yes, 0.12 ,633.71,11.56171563,687,19368,debt_consolidation,,
No, 0.11 ,782.44,11.15625052,727,782,all_other,,
Yes, 0.11 ,589.56,10.66347529,707,6362,educational,,
Yes, 0.10 ,353.71,11.33384664,717,15342,all_other,,
Yes, 0.11 ,206.35,10.96819829,687,871,debt_consolidation,,
Yes, 0.08 ,251.88,11.82041016,752,13238,credit_card,,
Yes, 0.13 ,301.56,10.81977828,667,1918,debt_consolidation,,
Yes, 0.10 ,464.05,10.30895266,752,5649,credit_card,,
No, 0.09 ,230.47,10.71441777,717,3332,debt_consolidation,,
Yes, 0.17 ,895.56,11.47210347,662,14706,all_other,,
Yes, 0.13 ,670.13,11.33857208,692,27129,debt_consolidation,,
Yes, 0.13 ,269.25,11.15625052,667,1152,debt_consolidation,,
No, 0.13 ,377.79,10.35316092,712,8837,debt_consolidation,,
Yes, 0.10 ,30.55,10.04324949,742,2246,all_other,,
Yes, 0.10 ,389.41,10.30895266,712,9258,debt_consolidation,,
Yes, 0.13 ,405.72,10.20359214,667,8671,debt_consolidation,,
Yes, 0.14 ,477.61,11.04292184,677,20065,debt_consolidation,,
No, 0.11 ,329,10.14124382,692,1573,educational,,
Yes, 0.08 ,377.82,11.40756495,792,4359,debt_consolidation,,
Yes, 0.13 ,338.1,10.96819829,662,10055,all_other,,
Yes, 0.14 ,407.52,11.15625052,667,2549,major_purchase,,
Yes, 0.11 ,273.86,10.83958091,702,16021,debt_consolidation,,
Yes, 0.10 ,807.62,10.89635036,762,0,all_other,,
Yes, 0.12 ,398.4,11.35040654,682,22205,debt_consolidation,,
Yes, 0.09 ,320.1,11.73606902,727,9438,debt_consolidation,,
Yes, 0.09 ,316.28,11.40756495,732,18343,debt_consolidation,,
Yes, 0.10 ,387.66,11.77528973,772,74885,all_other,,
Yes, 0.10 ,162.26,9.903487553,702,4873,all_other,,
Yes, 0.11 ,493.5,11.33857208,697,11332,credit_card,,
No, 0.12 ,640.38,10.87804719,702,20033,debt_consolidation,,
Yes, 0.13 ,180.94,10.60905725,667,4565,debt_consolidation,,
Yes, 0.11 ,296.1,11.51292546,682,4000,major_purchase,,
Yes, 0.12 ,115.69,10.90159787,672,0,all_other,,
Yes, 0.11 ,230.3,10.71441777,687,1767,all_other,,
Yes, 0.13 ,405.72,10.69557468,672,768,all_other,,
Yes, 0.10 ,305.47,11.06763786,717,12226,credit_card,,
Yes, 0.07 ,93.14,10.58415721,802,2724,all_other,,
Yes, 0.08 ,109.68,10.79059661,742,308,all_other,,
Yes, 0.08 ,37.61,9.60238246,747,1946,debt_consolidation,,
Yes, 0.10 ,129.22,10.91871823,717,4446,all_other,,
Yes, 0.10 ,290.75,10.57131693,707,8486,debt_consolidation,,
Yes, 0.14 ,203.76,11.1844214,682,19826,all_other,,
Yes, 0.09 ,160.05,10.59663473,722,3212,credit_card,,
Yes, 0.14 ,407.52,10.91508846,667,10918,credit_card,,
Yes, 0.09 ,320.1,11.15625052,722,8850,educational,,
Yes, 0.10 ,129.81,10.30895266,697,10366,all_other,,
Yes, 0.12 ,366.89,10.50232405,677,10765,debt_consolidation,,
No, 0.11 ,658,10.91508846,712,5482,all_other,,
Yes, 0.09 ,480.15,11.04132055,752,5196,debt_consolidation,,
Yes, 0.10 ,803.87,11.15625052,792,3114,all_other,,
Yes, 0.10 ,272.59,10.46321762,717,213,all_other,,
Yes, 0.12 ,249,9.862665558,677,6450,debt_consolidation,,
Yes, 0.12 ,400.24,11.40756495,677,15486,credit_card,,
Yes, 0.09 ,253.03,10.89821971,732,5623,all_other,,
Yes, 0.10 ,129.81,10.87804719,702,1308,credit_card,,
Yes, 0.09 ,448.14,10.6454249,737,11556,debt_consolidation,,
Yes, 0.11 ,118.44,10.91508846,682,623,major_purchase,,
Yes, 0.10 ,811.27,11.51292546,737,0,all_other,,
Yes, 0.14 ,407.52,11.77528973,662,22044,all_other,,
Yes, 0.08 ,250.7,10.38183131,782,8793,credit_card,,
Yes, 0.13 ,444.6,10.53720315,677,2796,debt_consolidation,,
Yes, 0.11 ,489.03,11.28978191,707,8298,all_other,,
Yes, 0.14 ,373.56,10.77895629,677,10211,debt_consolidation,,
Yes, 0.11 ,195.61,10.81977828,687,22188,credit_card,,
No, 0.12 ,314,10.59663473,697,21160,debt_consolidation,,
Yes, 0.08 ,109.17,10.30895266,762,2096,credit_card,,
Yes, 0.15 ,516.32,11.22235924,682,55632,debt_consolidation,,
Yes, 0.10 ,241.16,9.903487553,717,3415,educational,,
Yes, 0.09 ,221.4,10.75363848,727,1287,all_other,,
No, 0.11 ,294.78,11.12726298,687,36164,credit_card,,
Yes, 0.15 ,680.69,11.22524339,662,20658,debt_consolidation,,
Yes, 0.11 ,228.22,10.30895266,722,24397,credit_card,,
Yes, 0.08 ,87.75,9.60238246,747,1946,debt_consolidation,,
Yes, 0.10 ,324.51,11.08795638,767,0,all_other,,
No, 0.11 ,97.53,10.59663473,727,14582,debt_consolidation,,
Yes, 0.11 ,208.65,10.91508846,697,14971,debt_consolidation,,
Yes, 0.15 ,691.55,11.40756495,692,43868,debt_consolidation,,
Yes, 0.10 ,323.05,10.77895629,742,6512,debt_consolidation,,
Yes, 0.08 ,236.14,11.15625052,757,7905,credit_card,,
Yes, 0.10 ,213.83,11.18886982,717,6161,credit_card,,
No, 0.11 ,537.15,10.818177,712,3964,debt_consolidation,,
Yes, 0.10 ,194.71,10.20359214,737,1815,home_improvement,,
Yes, 0.08 ,235.03,10.59663473,772,0,all_other,,
Yes, 0.10 ,707.41,11.28978191,757,1998,debt_consolidation,,
Yes, 0.09 ,128.04,11.48452599,732,41248,home_improvement,,
Yes, 0.13 ,670.13,11.09741002,687,24008,debt_consolidation,,
Yes, 0.12 ,697.2,11.92503512,697,17788,credit_card,,
Yes, 0.09 ,480.15,11.91839057,757,4232,all_other,,
Yes, 0.16 ,525.17,11.35035948,672,28511,debt_consolidation,,
Yes, 0.08 ,187.14,10.67359577,792,138,all_other,,
Yes, 0.12 ,314,11.69524702,697,114629,credit_card,,
Yes, 0.10 ,324.51,11.23261615,707,10689,debt_consolidation,,
Yes, 0.10 ,257.24,10.08580911,732,6188,debt_consolidation,,
No, 0.08 ,314.85,10.59533389,772,4743,debt_consolidation,,
Yes, 0.11 ,235.83,11.04917425,717,12025,debt_consolidation,,
Yes, 0.10 ,803.87,11.69524702,792,3706,home_improvement,,
Yes, 0.11 ,526.4,11.35040654,702,8833,debt_consolidation,,
Yes, 0.10 ,292.06,10.71441777,712,6239,debt_consolidation,,
Yes, 0.13 ,540.96,10.59663473,672,5671,debt_consolidation,,
Yes, 0.12 ,100.06,10.37349118,672,2940,credit_card,,
No, 0.14 ,848.99,11.03488966,697,7019,debt_consolidation,,
Yes, 0.12 ,298.8,10.95954023,682,9883,debt_consolidation,,
Yes, 0.10 ,482.32,12.07254125,742,1436,debt_consolidation,,
No, 0.13 ,168.28,10.64780302,677,13073,debt_consolidation,,
Yes, 0.10 ,807.62,11.88448902,762,5681,all_other,,
Yes, 0.10 ,811.27,11.40756495,747,48556,debt_consolidation,,
Yes, 0.13 ,253.58,10.81961827,712,19418,debt_consolidation,,
Yes, 0.13 ,118.34,10.95080655,687,45988,debt_consolidation,,
Yes, 0.10 ,584.12,12.23076526,712,77034,credit_card,,
No, 0.10 ,151.03,10.46310334,722,9910,debt_consolidation,,
Yes, 0.08 ,188.91,11.5228758,737,1532,educational,,
Yes, 0.10 ,167.21,10.4341158,707,4699,all_other,,
